(2, 0, -7, -2, -1, 3, 1, -2) ,Ready
(-3, -1, -2, -1, 0, -4, -1, 1) ,Ready
(-1, -1, 3, -2, -1, -4, -1, -1) ,Ready
(3, -1, 1, 0, 0, 0, -1, 0) ,Ready
(-1, -3, -5, -1, -3, 3, -2, 0) ,Ready
(2, -1, -2, 0, -1, -4, -1, -7) ,Ready
(0, -2, 0, -2, -1, -3, -1, 2) ,Ready
(-2, -1, 2, -1, -1, -1, -1, -1) ,Ready
(1, -1, -6, 0, -3, 3, -3, -3) ,Ready
(-5, 0, -2, -2, 0, -2, 0, 0) ,Ready
(-9, -2, 1, -2, -2, -4, -4, -6) ,Ready
(2, 0, 0, -2, 0, 0, 1, -1) ,Ready
(-1, 0, -3, -2, 0, 2, -1, 1) ,Ready
(8, -3, -1, -1, -1, -6, -2, 0) ,Ready
(-3, -4, 0, -2, -1, -2, -2, 1) ,Ready
(-3, -2, 0, -1, -2, 1, -1, -1) ,Ready
(8, 2, -2, -1, -1, 1, -2, 0) ,Ready
(1, -1, -1, -1, 0, -1, 1, 7) ,Ready
(0, -1, -1, 1, 0, -1, -1, 2) ,Ready
(35, 4, 0, 0, -2, 0, -1, 1) ,Ready
(39, 2, -2, -2, -2, 0, 1, 2) ,Ready
(-3, -3, -1, -2, 1, -2, -2, 0) ,Ready
(-38, 1, 0, -2, -1, -2, 0, -8) ,Ready
(-10, -4, -2, -1, -3, -1, 0, -3) ,Ready
(7, 0, -2, 0, -1, -1, -1, 1) ,Ready
(-7, -2, -1, 0, 0, -1, 0, 0) ,Ready
(2, -2, -2, -1, -1, 1, 0, -1) ,Ready
(-5, 0, -1, -1, 0, 0, -1, -3) ,Ready
(-5, -3, -2, -1, -2, 0, -2, -3) ,Ready
(-12, -2, 0, -1, 0, 0, 1, 1) ,Ready
(13, -2, 0, -1, -1, -1, -1, -1) ,Ready
(-9, -3, -1, 0, -5, 1, 1, 0) ,Ready
(1, -1, -1, 0, 1, -1, 1, 6) ,Ready
(2, 0, -1, -1, 0, -2, 0, -2) ,Ready
(-10, 0, 0, -1, -1, -2, -2, -2) ,Ready
(-1, 0, 0, 0, 0, -2, -1, -3) ,Ready
(4, 0, -2, -1, -2, 0, -1, -5) ,Ready
(-18, -8, -4, -2, -2, -2, -1, -4) ,Ready
(-5, -1, -1, -1, -1, 0, 1, -1) ,Ready
(10, 0, -1, -1, -1, -1, -2, -2) ,Ready
(-4, -4, -3, -2, -1, -1, -1, -1) ,Ready
(-5, -3, -1, -1, -1, -2, -2, 1) ,Ready
(11, 5, 1, 1, -1, -1, 1, 1) ,Ready
(-3, 1, -3, 0, 0, -1, -2, -1) ,Ready
(7, -4, -3, -1, -3, -4, -2, -2) ,Ready
(1, 0, 0, 0, -1, 0, -1, -2) ,Ready
(-11, -3, -1, -3, -2, -2, -4, -2) ,Ready
(-7, 1, 1, -2, -1, 0, -2, -1) ,Ready
(2, -1, -1, -1, -1, -2, -1, -1) ,Ready
(-3, 1, 2, -2, 1, 0, -1, -3) ,Ready
(1, -3, -1, -2, -1, 0, -2, 0) ,Ready
(7, -1, -2, -3, -2, 0, -1, -3) ,Ready
(-7, -4, -2, -3, -2, 1, -2, 0) ,Ready
(6, 1, -1, -1, -2, -2, 0, 1) ,Ready
(2, 0, 0, -1, 1, 0, -2, -2) ,Ready
(-2, -1, -1, -2, 0, -2, -1, 0) ,Ready
(1, 0, -1, -1, -2, 0, -1, 0) ,Ready
(-5, -3, -1, 0, -3, -1, -2, -1) ,Ready
(-1, 1, -1, 1, -1, -2, -1, -1) ,Ready
(-1, 0, 0, -1, -2, -1, 0, -2) ,Ready
(-4, -1, -2, -1, -1, -1, 1, 0) ,Ready
(11, 1, -1, 0, -1, 1, 1, -1) ,Ready
(-3, -3, 0, -1, -2, -2, -2, -1) ,Ready
(1, 0, -1, -1, -1, -2, -1, -3) ,Ready
(0, -1, -1, -1, -3, -1, 0, 0) ,Ready
(-2, 0, -1, 0, 0, -1, -1, -1) ,Ready
(2, 0, -2, -2, -1, 0, 1, 0) ,Ready
(-4, -1, -2, -2, 0, 0, -1, -3) ,Ready
(-5, -3, -1, -1, -2, -1, -1, -1) ,Ready
(-2, -3, 0, 1, 0, -1, -1, -1) ,Ready
(-1, -2, -1, -2, -1, -1, 0, -2) ,Ready
(-6, -2, -2, 0, 0, -2, -1, 0) ,Ready
(-2, -2, -1, 0, -1, -2, 1, -2) ,Ready
(1, -1, 1, -3, 0, -1, 0, 0) ,Ready
(-1, -1, 0, -1, 1, -2, -3, 0) ,Ready
(-5, -1, 0, -1, -1, 2, 0, -2) ,Ready
(2, 0, -3, -2, -1, -2, -2, 0) ,Ready
